,UnixTime_FEN,MMSI_,LON,LAT,Heading,COG,SOG
0,2019-02-01 11:40:00,413450480.0,119.155853,32.242093,273.0,164.6,0.0
1,2019-02-01 11:41:00,413450480.0,119.15584,32.242078,274.0,242.5,0.1
2,2019-02-01 11:42:00,413450480.0,119.155822,32.242055,275.0,215.7,0.1
3,2019-02-01 11:43:00,413450480.0,119.15577,32.24204,287.0,285.6,0.3
4,2019-02-01 11:44:00,413450480.0,119.155708,32.24208,290.0,306.6,0.5
5,2019-02-01 11:45:00,413450480.0,119.155622,32.242165,296.0,321.0,0.7
6,2019-02-01 11:46:00,413450480.0,119.155442,32.242368,291.0,322.2,1.0
7,2019-02-01 11:47:00,413450480.0,119.155622,32.242165,296.0,321.0,0.6
8,2019-02-01 11:48:00,413450480.0,119.155,32.242548,282.0,256.4,1.0
9,2019-02-01 11:49:00,413450480.0,119.154535,32.242568,321.0,296.1,1.6
10,2019-02-01 11:50:00,413450480.0,119.154368,32.243097,8.0,2.1,2.5
11,2019-02-01 11:51:00,413450480.0,119.154762,32.242502,300.0,265.6,1.3
12,2019-02-01 11:52:00,413450480.0,119.15437,32.242787,344.0,335.5,1.8
13,2019-02-01 11:53:00,413450480.0,119.154705,32.243652000000004,39.0,33.3,3.6
14,2019-02-01 11:54:00,413450480.0,119.156017,32.244402,83.0,66.4,5.4
15,2019-02-01 11:55:00,413450480.0,119.163508,32.242895000000004,109.0,107.8,8.3
16,2019-02-01 11:56:00,413450480.0,119.166218,32.24204,111.0,109.5,9.0
17,2019-02-01 11:57:00,413450480.0,119.162552,32.243142,108.0,109.9,8.1
18,2019-02-01 11:58:00,413450480.0,119.172242,32.240207,108.0,110.9,10.1
19,2019-02-01 11:59:00,413450480.0,119.168052,32.241477,111.0,109.7,9.4
20,2019-02-01 12:00:00,413450480.0,119.17069,32.240688,109.0,109.4,10.0
21,2019-02-01 12:01:00,413450480.0,119.18268799999998,32.237647,105.0,105.3,10.8
22,2019-02-01 12:02:00,413450480.0,119.185667,32.237033000000004,95.0,101.3,10.8
23,2019-02-01 12:03:00,413450480.0,119.180525,32.238147,105.0,104.4,10.7
24,2019-02-01 12:04:00,413450480.0,119.18394,32.237357,103.0,105.3,10.8
25,2019-02-01 12:05:00,413450480.0,119.187412,32.236765000000005,94.0,99.8,10.8
26,2019-02-01 12:06:00,413450480.0,119.199238,32.233272,114.0,114.6,11.0
27,2019-02-01 12:07:00,413450480.0,119.194293,32.235116999999995,112.0,111.3,10.9
28,2019-02-01 12:08:00,413450480.0,119.197595,32.2339,114.0,114.3,11.0
29,2019-02-01 12:09:00,413450480.0,119.209002,32.229248,125.0,121.9,11.0
30,2019-02-01 12:10:00,413450480.0,119.204042,32.231390000000005,116.0,115.2,11.0
31,2019-02-01 12:11:00,413450480.0,119.207337,32.230063,119.0,114.7,11.1
32,2019-02-01 12:12:00,413450480.0,119.210967,32.228105,126.0,125.0,10.8
33,2019-02-01 12:13:00,413450480.0,119.220885,32.222603,119.0,120.3,10.9
34,2019-02-01 12:14:00,413450480.0,119.223942,32.221038,122.0,121.7,10.9
35,2019-02-01 12:15:00,413450480.0,119.219242,32.223417,118.0,119.3,10.8
36,2019-02-01 12:16:00,413450480.0,119.222315,32.221882,120.0,121.0,10.8
37,2019-02-01 12:17:00,413450480.0,119.225932,32.219957,122.0,122.9,10.8
38,2019-02-01 12:18:00,413450480.0,119.236182,32.216047,128.0,127.2,10.2
39,2019-02-01 12:19:00,413450480.0,119.238825,32.214248,128.0,128.8,10.4
40,2019-02-01 12:20:00,413450480.0,119.24153,32.212428,127.0,128.0,10.6
41,2019-02-01 12:21:00,413450480.0,119.23749,32.215155,128.0,128.5,10.3
42,2019-02-01 12:22:00,413450480.0,119.240168,32.213337,126.0,128.3,10.5
43,2019-02-01 12:23:00,413450480.0,119.2499,32.207045,121.0,123.8,10.9
44,2019-02-01 12:24:00,413450480.0,119.245717,32.209692,128.0,127.7,10.8
45,2019-02-01 12:25:00,413450480.0,119.255883,32.203685,125.0,125.6,11.0
46,2019-02-01 12:26:00,413450480.0,119.251497,32.206157,121.0,123.1,10.8
47,2019-02-01 12:27:00,413450480.0,119.254523,32.204517,124.0,123.5,11.0
48,2019-02-01 12:28:00,413450480.0,119.264737,32.198440000000005,121.0,122.6,11.0
49,2019-02-01 12:29:00,413450480.0,119.267797,32.196822999999995,122.0,122.1,11.0
50,2019-02-01 12:30:00,413450480.0,119.270867,32.195232,121.0,121.1,11.0
51,2019-02-01 12:31:00,413450480.0,119.266375,32.197577,121.0,121.8,11.0
52,2019-02-01 12:32:00,413450480.0,119.269432,32.195967,121.0,121.3,11.0
53,2019-02-01 12:33:00,413450480.0,119.2725,32.194388000000004,120.0,121.4,11.0
54,2019-02-01 12:34:00,413450480.0,119.283945,32.190618,105.0,105.5,10.9
55,2019-02-01 12:35:00,413450480.0,119.278815,32.19186,107.0,110.0,10.9
56,2019-02-01 12:36:00,413450480.0,119.282225,32.191025,104.0,105.9,10.8
57,2019-02-01 12:37:00,413450480.0,119.294552,32.189175,91.0,95.2,11.0
58,2019-02-01 12:38:00,413450480.0,119.289177,32.189637,94.0,99.7,10.8
59,2019-02-01 12:39:00,413450480.0,119.292757,32.189323,94.0,95.6,11.0
60,2019-02-01 12:40:00,413450480.0,119.296945,32.189102,91.0,91.3,11.0
61,2019-02-01 12:41:00,413450480.0,119.309187,32.1891,90.0,89.3,11.3
62,2019-02-01 12:42:00,413450480.0,119.303775,32.189067,90.0,89.6,11.2
63,2019-02-01 12:43:00,413450480.0,119.307465,32.189085,90.0,89.6,11.2
64,2019-02-01 12:44:00,413450480.0,119.311147,32.189132,90.0,89.0,11.2
65,2019-02-01 12:45:00,413450480.0,119.314847,32.189158,90.0,88.9,11.3
66,2019-02-01 12:46:00,413450480.0,119.31912,32.189387,84.0,85.0,11.2
67,2019-02-01 12:47:00,413450480.0,119.331392,32.190732000000004,79.0,79.7,11.4
68,2019-02-01 12:48:00,413450480.0,119.325767,32.189888,80.0,83.3,11.3
69,2019-02-01 12:49:00,413450480.0,119.329447,32.190413,80.0,79.8,11.3
70,2019-02-01 12:50:00,413450480.0,119.333095,32.190995,79.0,79.6,11.4
71,2019-02-01 12:51:00,413450480.0,119.345242,32.19471,64.0,64.0,11.3
72,2019-02-01 12:52:00,413450480.0,119.348577,32.196083,66.0,64.6,11.4
73,2019-02-01 12:53:00,413450480.0,119.352047,32.197377,69.0,67.7,11.5
74,2019-02-01 12:54:00,413450480.0,119.347467,32.195627,66.0,64.2,11.4
75,2019-02-01 12:55:00,413450480.0,119.350298,32.196757,68.0,66.0,11.5
76,2019-02-01 12:56:00,413450480.0,119.353792,32.197975,69.0,68.4,11.5
77,2019-02-01 12:57:00,413450480.0,119.357752,32.199527,59.0,61.1,11.4
78,2019-02-01 12:58:00,413450480.0,119.36105,32.20124000000001,50.0,56.0,11.4
79,2019-02-01 12:59:00,413450480.0,119.369972,32.20859,42.0,40.5,11.6
80,2019-02-01 13:00:00,413450480.0,119.3662,32.204922,40.0,43.0,11.3
81,2019-02-01 13:01:00,413450480.0,119.368662,32.207282,41.0,40.6,11.4
82,2019-02-01 13:02:00,413450480.0,119.371137,32.209742,40.0,40.6,11.7
83,2019-02-01 13:03:00,413450480.0,119.374112,32.212737,31.0,38.6,11.7
84,2019-02-01 13:04:00,413450480.0,119.37629,32.21542,30.0,34.1,11.7
85,2019-02-01 13:05:00,413450480.0,119.383587,32.22428,34.0,36.4,11.8
86,2019-02-01 13:06:00,413450480.0,119.385957,32.226859999999995,34.0,37.7,11.8
