,BaseDateTime_FEN,MMSI,LAT,LON,SOG,COG,Heading,MMSI_
0,2022-01-02 05:27:00,316001635.0,47.3871,-85.07962,10.8,170.1,168.0,316001635.0
1,2022-01-02 05:28:00,316001635.0,47.38193357552867,-85.07823222399402,10.823450880729135,169.74377099062593,167.97330607532302,316001635.0
2,2022-01-02 05:29:00,316001635.0,47.37916,-85.0775,10.9,169.5,168.0,316001635.0
3,2022-01-02 05:30:00,316001635.0,47.37747063670696,-85.07706166400898,10.984823678906297,169.40434351406105,168.04004088701538,316001635.0
4,2022-01-02 05:31:00,316001635.0,47.375556848942615,-85.07655555201198,11.03309823854173,169.4924580187481,168.0533878493539,316001635.0
5,2022-01-02 05:32:00,316001635.0,47.37211,-85.07562,11.0,169.8,168.0,316001635.0
6,2022-01-02 05:33:00,316001635.0,47.36718,-85.07427,10.9,170.2,168.0,316001635.0
7,2022-01-02 05:34:00,316001635.0,47.364499010951796,-85.0735459460882,10.901599509245248,170.1768778882671,168.51873538898488,316001635.0
8,2022-01-02 05:35:00,316001635.0,47.36215,-85.07294,10.9,170.1,169.0,316001635.0
9,2022-01-02 05:36:00,316001635.0,47.35815,-85.07191,10.8,170.4,169.0,316001635.0
10,2022-01-02 05:37:00,316001635.0,47.355661650398645,-85.07128307035632,10.802297114622913,170.76219218864978,169.24201579078954,316001635.0
11,2022-01-02 05:38:00,316001635.0,47.35314,-85.07066,10.9,170.9,169.0,316001635.0
12,2022-01-02 05:39:00,316001635.0,47.34913,-85.06965,11.0,170.6,168.0,316001635.0
13,2022-01-02 05:40:00,316001635.0,47.34712782022722,-85.06912664443468,10.996505767409873,169.92460103580456,168.48250936825292,316001635.0
14,2022-01-02 05:41:00,316001635.0,47.34511,-85.06862,10.9,169.8,169.0,316001635.0
15,2022-01-02 05:42:00,316001635.0,47.34113,-85.06766,10.8,170.6,168.0,316001635.0
16,2022-01-02 05:43:00,316001635.0,47.33889581312315,-85.06710491838103,10.881042280230119,170.48162386632066,167.4868794171309,316001635.0
17,2022-01-02 05:44:00,316001635.0,47.33655,-85.06649,11.0,170.2,168.0,316001635.0
18,2022-01-02 05:45:00,316001635.0,47.33209,-85.06534,11.0,170.5,169.0,316001635.0
19,2022-01-02 05:46:00,316001635.0,47.32857,-85.06444,11.0,170.1,169.0,316001635.0
20,2022-01-02 05:47:00,316001635.0,47.32495,-85.06352,11.0,170.7,169.0,316001635.0
21,2022-01-02 05:48:00,316001635.0,47.322909445828856,-85.06301852213512,10.922728702514751,170.08452626185846,169.01492876661428,316001635.0
22,2022-01-02 05:49:00,316001635.0,47.32096,-85.06256,10.9,170.0,169.0,316001635.0
23,2022-01-02 05:50:00,316001635.0,47.31743,-85.06172,11.0,171.6,169.0,316001635.0
24,2022-01-02 05:51:00,316001635.0,47.31388,-85.06089,11.0,170.6,169.0,316001635.0
25,2022-01-02 05:52:00,316001635.0,47.31034,-85.06005,11.1,170.0,169.0,316001635.0
26,2022-01-02 05:53:00,316001635.0,47.3068,-85.05922,11.0,170.8,169.0,316001635.0
27,2022-01-02 05:54:00,316001635.0,47.30480979148934,-85.05874328281116,11.021742852684232,171.1752141121042,169.0178478394605,316001635.0
28,2022-01-02 05:55:00,316001635.0,47.3028,-85.05823,11.1,170.8,169.0,316001635.0
29,2022-01-02 05:56:00,316001635.0,47.29927,-85.05734,11.1,170.4,169.0,316001635.0
30,2022-01-02 05:57:00,316001635.0,47.29568,-85.05649,11.1,171.1,169.0,316001635.0
31,2022-01-02 05:58:00,316001635.0,47.29169,-85.05552,10.9,169.9,168.0,316001635.0
32,2022-01-02 05:59:00,316001635.0,47.28999813977335,-85.05507725189916,10.900368685211044,169.6571933511231,168.24308026891316,316001635.0
33,2022-01-02 06:00:00,316001635.0,47.28816,-85.0546,11.0,170.2,169.0,316001635.0
34,2022-01-02 06:01:00,316001635.0,47.28363,-85.05348,11.0,170.2,169.0,316001635.0
35,2022-01-02 06:02:00,316001635.0,47.27955,-85.05243,11.0,169.6,169.0,316001635.0
36,2022-01-02 06:03:00,316001635.0,47.27776720622624,-85.0519591223159,11.007466645630872,170.2134904048472,169.76261903816123,316001635.0
