,Unnamed: 0,BaseDateTime_x,fenzhong,index,MMSI,BaseDateTime_y,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
138,138,2019-02-02 02:18:01.000000,2019-02-02 02:18,,304604000,,33.39724957736072,-77.63218063980831,12.29804291417393,226.1796897359202,224.2406588809935,,,,,,,,,,
139,139,2019-02-02 02:19:01.000000,2019-02-02 02:19,,304604000,,33.39530567764072,-77.6350168604109,12.30146240951256,226.5415842352118,224.6336023765384,,,,,,,,,,
140,140,2019-02-02 02:20:01.000001,2019-02-02 02:20,,304604000,,33.39336763538805,-77.637865822452,12.30481778235432,226.9026495062656,225.0269026650015,,,,,,,,,,
141,141,2019-02-02 02:21:01.000000,2019-02-02 02:21,,304604000,,33.39143520326625,-77.64072775040596,12.308109328945,227.2626859436325,225.4203408714222,,,,,,,,,,
142,142,2019-02-02 02:22:01.000000,2019-02-02 02:22,,304604000,,33.38950813393885,-77.64360286874725,12.31133734553041,227.6214939418631,225.8136981208396,,,,,,,,,,
143,143,2019-02-02 02:23:01.000000,2019-02-02 02:23,,304604000,,33.38758618006934,-77.64649140195027,12.31450212835636,227.9788738955079,226.2067555382931,,,,,,,,,,
144,144,2019-02-02 02:24:01.000001,2019-02-02 02:24,,304604000,,33.38566909432128,-77.64939357448947,12.31760397366867,228.3346261991178,226.5992942488222,,,,,,,,,,
145,145,2019-02-02 02:25:01.000000,2019-02-02 02:25,,304604000,,33.38375662935819,-77.65230961083925,12.32064317771313,228.6885512472432,226.991095377466,,,,,,,,,,
146,146,2019-02-02 02:26:01.000000,2019-02-02 02:26,,304604000,,33.38184853784359,-77.65523973547405,12.32362003673555,229.0404494344348,227.3819400492639,,,,,,,,,,
147,147,2019-02-02 02:27:01.000000,2019-02-02 02:27,,304604000,,33.379944572441,-77.65818417286829,12.32653484698174,229.3901211552433,227.7716093892552,,,,,,,,,,
148,148,2019-02-02 02:28:01.000000,2019-02-02 02:28,,304604000,,33.37804448581396,-77.66114314749636,12.32938790469751,229.7373668042193,228.1598845224792,,,,,,,,,,
149,149,2019-02-02 02:29:00.999999,2019-02-02 02:29,,304604000,,33.37614803062598,-77.66411688383272,12.33217950612867,230.0819867759135,228.5465465739752,,,,,,,,,,
150,150,2019-02-02 02:30:01.000000,2019-02-02 02:30,,304604000,,33.37425495954061,-77.66710560635178,12.33490994752102,230.4237814648766,228.9313766687826,,,,,,,,,,
151,151,2019-02-02 02:31:01.000000,2019-02-02 02:31,,304604000,,33.37236502522133,-77.67010953952796,12.33757952512036,230.762551265659,229.3141559319406,,,,,,,,,,
152,152,2019-02-02 02:32:01.000000,2019-02-02 02:32,,304604000,,33.37047798033172,-77.67312890783569,12.34018853517252,231.0980965728115,229.6946654884886,,,,,,,,,,
153,153,2019-02-02 02:33:00.999999,2019-02-02 02:33,,304604000,,33.36859357753529,-77.67616393574943,12.34273727392329,231.4302177808849,230.072686463466,,,,,,,,,,
154,154,2019-02-02 02:34:01.000000,2019-02-02 02:34,,304604000,,33.36671156949554,-77.67921484774351,12.34522603761848,231.7587152844295,230.4479999819119,,,,,,,,,,
155,155,2019-02-02 02:35:01.000000,2019-02-02 02:35,,304604000,,33.36483170887602,-77.68228186829245,12.3476551225039,232.0833894779963,230.8203871688658,,,,,,,,,,
156,156,2019-02-02 02:36:01.000000,2019-02-02 02:36,,304604000,,33.36295374834025,-77.6853652218706,12.35002482482535,232.4040407561357,231.1896291493669,,,,,,,,,,
157,157,2019-02-02 02:37:01.000000,2019-02-02 02:37,,304604000,,33.36107744055175,-77.68846513295243,12.35233544082865,232.7204695133984,231.5555070484545,,,,,,,,,,
158,158,2019-02-02 02:38:01.000000,2019-02-02 02:38,,304604000,,33.35920253817405,-77.69158182601234,12.3545872667596,233.0324761443351,231.9178019911681,,,,,,,,,,
159,159,2019-02-02 02:39:01.000000,2019-02-02 02:39,,304604000,,33.35732879387068,-77.69471552552476,12.35678059886401,233.3398610434964,232.2762951025468,,,,,,,,,,
160,160,2019-02-02 02:40:01.000001,2019-02-02 02:40,,304604000,,33.35545596030516,-77.69786645596412,12.35891573338768,233.642424605433,232.63076750763,,,,,,,,,,
161,161,2019-02-02 02:41:01.000000,2019-02-02 02:41,,304604000,,33.35358379014102,-77.70103484180484,12.36099296657642,233.9399672246954,232.981000331457,,,,,,,,,,
162,162,2019-02-02 02:42:01.000000,2019-02-02 02:42,,304604000,,33.35171203604179,-77.70422090752132,12.36301259467605,234.2322892958344,233.3267746990672,,,,,,,,,,
163,163,2019-02-02 02:43:01.000000,2019-02-02 02:43,,304604000,,33.34984045067098,-77.70742487758802,12.36497491393236,234.5191912134006,233.6678717354999,,,,,,,,,,
164,164,2019-02-02 02:44:01.000001,2019-02-02 02:44,,304604000,,33.34796878669214,-77.71064697647932,12.36688022059117,234.8004733719446,234.0040725657943,,,,,,,,,,
165,165,2019-02-02 02:45:01.000000,2019-02-02 02:45,,304604000,,33.34609679676878,-77.71388742866971,12.36872881089828,235.0759361660171,234.3351583149898,,,,,,,,,,
166,166,2019-02-02 02:46:01.000000,2019-02-02 02:46,,304604000,,33.34422423356442,-77.71714645863355,12.3705209810995,235.3453799901687,234.6609101081257,,,,,,,,,,
167,167,2019-02-02 02:47:01.000000,2019-02-02 02:47,,304604000,,33.34235084974259,-77.72042429084527,12.37225702744063,235.60860523895,234.9811090702413,,,,,,,,,,
168,168,2019-02-02 02:48:01.000000,2019-02-02 02:48,,304604000,,33.34047639796682,-77.72372114977932,12.37393724616749,235.8654123069118,235.295536326376,,,,,,,,,,
169,169,2019-02-02 02:49:00.999999,2019-02-02 02:49,,304604000,,33.33860063090064,-77.72703725991012,12.37556193352588,236.1156015886046,235.603973001569,,,,,,,,,,
170,170,2019-02-02 02:50:01.000000,2019-02-02 02:50,,304604000,,33.33672330120756,-77.73037284571207,12.37713138576161,236.3589734785792,235.9062002208596,,,,,,,,,,
171,171,2019-02-02 02:51:01.000000,2019-02-02 02:51,,304604000,,33.33484416155113,-77.73372813165962,12.37864589912048,236.5953283713861,236.2019991092873,,,,,,,,,,
172,172,2019-02-02 02:52:01.000000,2019-02-02 02:52,,304604000,,33.33296296459487,-77.73710334222716,12.38010576984831,236.824466661576,236.4911507918912,,,,,,,,,,
173,173,2019-02-02 02:53:00.999999,2019-02-02 02:53,,304604000,,33.33107946300228,-77.74049870188915,12.38151129419089,237.0461887436994,236.7734363937108,,,,,,,,,,
174,174,2019-02-02 02:54:00.999999,2019-02-02 02:54,,304604000,,33.3291934094369,-77.74391443511998,12.38286276839405,237.2602950123072,237.0486370397852,,,,,,,,,,
175,175,2019-02-02 02:55:01.000000,2019-02-02 02:55,,304604000,,33.32730455656228,-77.7473507663941,12.38416048870358,237.4665858619499,237.316533855154,,,,,,,,,,
176,176,2019-02-02 02:56:01.000000,2019-02-02 02:56,,304604000,,33.32541265704191,-77.7508079201859,12.38540475136529,237.6648616871781,237.5769079648563,,,,,,,,,,
177,177,2019-02-02 02:57:01.000000,2019-02-02 02:57,,304604000,,33.32351746353935,-77.75428612096987,12.38659585262499,237.8549228825426,237.8295404939314,,,,,,,,,,
178,178,2019-02-02 02:58:01.000000,2019-02-02 02:58,,304604000,,33.32161872871809,-77.75778559322036,12.38773408872849,238.0365698425939,238.0742125674188,,,,,,,,,,
179,179,2019-02-02 02:59:01.000000,2019-02-02 02:59,,304604000,,33.31971620524168,-77.76130656141181,12.38881975592159,238.2096029618827,238.3107053103577,,,,,,,,,,
180,180,2019-02-02 03:00:01.000000,2019-02-02 03:00,,304604000,,33.31780964577362,-77.76484925001866,12.3898531504501,238.3738226349595,238.5387998477873,,,,,,,,,,
181,181,2019-02-02 03:01:01.000000,2019-02-02 03:01,,304604000,,33.31589880297748,-77.76841388351535,12.39083456855984,238.5290292563753,238.7582773047471,,,,,,,,,,
182,182,2019-02-02 03:02:01.000000,2019-02-02 03:02,,304604000,,33.31398342951675,-77.77200068637623,12.39176430649659,238.6750232206804,238.9689188062763,,,,,,,,,,
183,183,2019-02-02 03:03:01.000000,2019-02-02 03:03,,304604000,,33.31206327805496,-77.77560988307582,12.39264266050618,238.8116049224257,239.1705054774144,,,,,,,,,,
184,184,2019-02-02 03:04:01.000000,2019-02-02 03:04,,304604000,,33.31013810125566,-77.7792416980885,12.39346992683442,238.9385747561616,239.3628184432005,,,,,,,,,,
185,185,2019-02-02 03:05:01.000001,2019-02-02 03:05,,304604000,,33.30820765178234,-77.78289635588865,12.39424640172709,239.0557331164389,239.545638828674,,,,,,,,,,
186,186,2019-02-02 03:06:01.000000,2019-02-02 03:06,,304604000,,33.30627168229856,-77.78657408095076,12.39497238143003,239.1628803978082,239.7187477588743,,,,,,,,,,
187,187,2019-02-02 03:07:01.000000,2019-02-02 03:07,,304604000,,33.30432994546782,-77.79027509774922,12.39564816218903,239.2598169948201,239.8819263588406,,,,,,,,,,
188,188,2019-02-02 03:08:01.000000,2019-02-02 03:08,,304604000,,33.30238219395365,-77.79399963075846,12.39627404024989,239.3463433020254,240.0349557536122,,,,,,,,,,
189,189,2019-02-02 03:09:01.000001,2019-02-02 03:09,,304604000,,33.3004281804196,-77.79774790445289,12.39685031185844,239.4222597139746,240.1776170682286,,,,,,,,,,
190,190,2019-02-02 03:10:01.000000,2019-02-02 03:10,,304604000,,33.29846765752917,-77.80152014330696,12.39737727326047,239.4873666252184,240.3096914277288,,,,,,,,,,
191,191,2019-02-02 03:11:01.000000,2019-02-02 03:11,,304604000,,33.29650037794588,-77.80531657179507,12.39785522070179,239.5414644303074,240.4309599571524,,,,,,,,,,
192,192,2019-02-02 03:12:01.000000,2019-02-02 03:12,,304604000,,33.29452609433328,-77.80913741439164,12.3982844504282,239.5843535237923,240.5412037815386,,,,,,,,,,
193,193,2019-02-02 03:13:01.000000,2019-02-02 03:13,,304604000,,33.29254455935488,-77.81298289557111,12.39866525868553,239.6158343002236,240.6402040259266,,,,,,,,,,
194,194,2019-02-02 03:14:00.999999,2019-02-02 03:14,,304604000,,33.29055552567421,-77.81685323980791,12.39899794171957,239.6357071541522,240.727741815356,,,,,,,,,,
195,195,2019-02-02 03:15:01.000000,2019-02-02 03:15,,304604000,,33.2885587459548,-77.82074867157645,12.39928279577613,239.6437724801286,240.8035982748659,,,,,,,,,,
196,196,2019-02-02 03:16:01.000000,2019-02-02 03:16,,304604000,,33.28655397286017,-77.82466941535112,12.39952011710102,239.6398306727033,240.8675545294957,,,,,,,,,,
197,197,2019-02-02 03:17:01.000000,2019-02-02 03:17,,304604000,,33.28454095905385,-77.82861569560642,12.39971020194004,239.6236821264272,240.9193917042847,,,,,,,,,,
198,198,2019-02-02 03:18:00.999999,2019-02-02 03:18,,304604000,,33.28251945719936,-77.83258773681669,12.39985334653901,239.5951272358509,240.9588909242722,,,,,,,,,,
199,199,2019-02-02 03:19:01.000000,2019-02-02 03:19,,304604000,,33.28048921996024,-77.83658576345641,12.39994984714373,239.5539663955249,240.9858333144975,,,,,,,,,,
200,200,2019-02-02 03:20:01.000000,2019-02-02 03:20,948265.0,304604000,2019-02-02 03:20:51.000000,33.27845,-77.84061,12.4,239.5,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
201,201,2019-02-02 03:21:01.000000,2019-02-02 03:21,,304604000,,33.27643609716088,-77.8445921708348,12.40000879542233,239.4264219286322,241.0025307611947,,,,,,,,,,
202,202,2019-02-02 03:22:01.000000,2019-02-02 03:22,953348.0,304604000,2019-02-02 03:22:59.000000,33.27462,-77.84819,12.4,239.3,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
203,203,2019-02-02 03:23:01.000000,2019-02-02 03:23,,304604000,,33.27313656277372,-77.8511364271144,12.39999641975227,239.1140331432516,240.9988085827832,,,,,,,,,,
204,204,2019-02-02 03:24:01.000000,2019-02-02 03:24,,304604000,,33.27183191382066,-77.85373925446363,12.39999824214367,238.9943707905944,240.9992286122052,,,,,,,,,,
205,205,2019-02-02 03:25:01.000001,2019-02-02 03:25,963434.0,304604000,2019-02-02 03:25:19.000000,33.27048,-77.85645,12.4,239.1,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
206,206,2019-02-02 03:26:01.000000,2019-02-02 03:26,,304604000,,33.26888599752182,-77.85965626699539,12.39999854447074,239.4870226623294,241.0001680956961,,,,,,,,,,
207,207,2019-02-02 03:27:01.000000,2019-02-02 03:27,975983.0,304604000,2019-02-02 03:27:19.000000,33.26698,-77.86349,12.4,239.8,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
208,208,2019-02-02 03:28:01.000000,2019-02-02 03:28,,304604000,,33.26478366643878,-77.86789898094422,12.40000713244242,239.7092927029948,240.9999500778586,,,,,,,,,,
209,209,2019-02-02 03:29:01.000001,2019-02-02 03:29,984718.0,304604000,2019-02-02 03:29:49.000000,33.26256,-77.87235,12.4,239.4,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
210,210,2019-02-02 03:30:01.000000,2019-02-02 03:30,,304604000,,33.26056980672083,-77.87631957317163,12.39996643484116,239.1378150844258,241.0000360856772,,,,,,,,,,
211,211,2019-02-02 03:31:01.000000,2019-02-02 03:31,,304604000,,33.25882375998197,-77.87980411155054,12.39994807265246,238.9960684698754,241.0000359424606,,,,,,,,,,
212,212,2019-02-02 03:32:01.000000,2019-02-02 03:32,995842.0,304604000,2019-02-02 03:32:49.000000,33.25727,-77.88293,12.4,239.0,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
213,213,2019-02-02 03:33:01.000000,2019-02-02 03:33,,304604000,,33.25583208022254,-77.88586178581268,12.40013551141576,239.1586175964161,240.9999404778097,,,,,,,,,,
214,214,2019-02-02 03:34:00.999999,2019-02-02 03:34,,304604000,,33.25433520702155,-77.88891666599929,12.40020073329528,239.4160014926018,240.9999167548635,,,,,,,,,,
215,215,2019-02-02 03:35:01.000000,2019-02-02 03:35,1005193.0,304604000,2019-02-02 03:35:30.000000,33.25258,-77.89245,12.4,239.7,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
216,216,2019-02-02 03:36:01.000000,2019-02-02 03:36,1019447.0,304604000,2019-02-02 03:36:40.000000,33.2505,-77.89659,12.4,239.8,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
217,217,2019-02-02 03:37:01.000000,2019-02-02 03:37,1023742.0,304604000,2019-02-02 03:37:49.000000,33.24848,-77.90066999999999,12.4,239.4,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
218,218,2019-02-02 03:38:00.999999,2019-02-02 03:38,,304604000,,33.24670804557136,-77.90427630118921,12.39401173878182,239.4261260628462,241.0023840313904,,,,,,,,,,
219,219,2019-02-02 03:39:00.999999,2019-02-02 03:39,1028334.0,304604000,2019-02-02 03:39:40.000001,33.24525999999999,-77.90720999999999,12.4,239.6,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
220,220,2019-02-02 03:40:01.000000,2019-02-02 03:40,,304604000,,33.24408287181702,-77.9095605813886,12.4243676496477,239.4519385803369,240.9902990011149,,,,,,,,,,
221,221,2019-02-02 03:41:01.000000,2019-02-02 03:41,1040478.0,304604000,2019-02-02 03:41:09.000000,33.24264,-77.91247,12.4,239.4,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
222,222,2019-02-02 03:42:01.000000,2019-02-02 03:42,1048689.0,304604000,2019-02-02 03:42:19.000001,33.2406,-77.91662,12.3,239.7,241.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
223,223,2019-02-02 03:43:01.000000,2019-02-02 03:43,,304604000,,33.2386934510366,-77.92035477312255,12.27795112521769,239.4204517710931,240.787430985102,,,,,,,,,,
224,224,2019-02-02 03:44:01.000000,2019-02-02 03:44,,304604000,,33.23700587947468,-77.92351821989068,12.33040358126736,238.6433254822541,240.4114488030781,,,,,,,,,,
225,225,2019-02-02 03:45:01.000000,2019-02-02 03:45,1055362.0,304604000,2019-02-02 03:45:10.000000,33.23538,-77.92651,12.4,237.8,240.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
226,226,2019-02-02 03:46:01.000000,2019-02-02 03:46,,304604000,,33.2336865993148,-77.92965767722602,12.44060194407706,237.2379450307228,239.6579200356891,,,,,,,,,,
227,227,2019-02-02 03:47:01.000000,2019-02-02 03:47,,304604000,,33.23190875218738,-77.93300043166394,12.45094669940183,236.9689936403156,239.3976000249646,,,,,,,,,,
228,228,2019-02-02 03:48:01.000000,2019-02-02 03:48,,304604000,,33.23005760540257,-77.93650534748885,12.44099048268807,236.9210697345471,239.2083199963957,,,,,,,,,,
229,229,2019-02-02 03:49:01.000000,2019-02-02 03:49,,304604000,,33.22814430574516,-77.94013950887583,12.42068951064954,237.0220972191857,239.0793599785512,,,,,,,,,,
230,230,2019-02-02 03:50:01.000001,2019-02-02 03:50,1062541.0,304604000,2019-02-02 03:50:10.000000,33.22618,-77.94386999999999,12.4,237.2,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
231,231,2019-02-02 03:51:01.000000,2019-02-02 03:51,,304604000,,33.22417636681247,-77.947665462254,12.38696463183266,237.3937421423696,238.9597440757387,,,,,,,,,,
232,232,2019-02-02 03:52:01.000000,2019-02-02 03:52,,304604000,,33.22214721227036,-77.95150076590065,12.38197194475853,237.586448350119,238.9489921664739,,,,,,,,,,
233,233,2019-02-02 03:53:01.000000,2019-02-02 03:53,,304604000,,33.22010687432201,-77.95535233842031,12.38349694176807,237.7722834866835,238.9583682193398,,,,,,,,,,
234,234,2019-02-02 03:54:01.000001,2019-02-02 03:54,,304604000,,33.21806969091578,-77.9591966072933,12.39001462585174,237.9454124154987,238.9784961814704,,,,,,,,,,
235,235,2019-02-02 03:55:01.000000,2019-02-02 03:55,1105151.0,304604000,2019-02-02 03:55:39.000000,33.21605,-77.96301,12.4,238.1,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
236,236,2019-02-02 03:56:01.000000,2019-02-02 03:56,,304604000,,33.21406034843211,-77.9667714932099,12.41207307418046,238.2310422006968,239.0152753652975,,,,,,,,,,
237,237,2019-02-02 03:57:01.000000,2019-02-02 03:57,,304604000,,33.21210611870565,-77.9704702603489,12.42543388626926,238.3368593663932,239.0238049406708,,,,,,,,,,
238,238,2019-02-02 03:58:01.000000,2019-02-02 03:58,,304604000,,33.21019090222325,-77.97409802403207,12.43942748111968,238.416602942967,239.0268431326629,,,,,,,,,,
239,239,2019-02-02 03:59:00.999999,2019-02-02 03:59,,304604000,,33.20831829038751,-77.97764650687444,12.453398903585,238.4694243762964,239.0256443478163,,,,,,,,,,
240,240,2019-02-02 04:00:01.000000,2019-02-02 04:00,,304604000,,33.20649187460101,-77.98110743149095,12.46669319851851,238.4944751122588,239.0214629926738,,,,,,,,,,
241,241,2019-02-02 04:01:01.000000,2019-02-02 04:01,,304604000,,33.20471524626641,-77.98447252049675,12.47865541077348,238.4909065967326,239.0155534737781,,,,,,,,,,
242,242,2019-02-02 04:02:01.000000,2019-02-02 04:02,,304604000,,33.2029919967863,-77.98773349650685,12.48863058520319,238.4578702755955,239.0091701976721,,,,,,,,,,
243,243,2019-02-02 04:03:00.999999,2019-02-02 04:03,,304604000,,33.20132571756329,-77.99088208213621,12.49596376666094,238.3945175947253,239.0035675708984,,,,,,,,,,
244,244,2019-02-02 04:04:01.000000,2019-02-02 04:04,1136408.0,304604000,2019-02-02 04:04:30.000000,33.19972,-77.99391,12.5,238.3,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
245,245,2019-02-02 04:05:01.000000,2019-02-02 04:05,,304604000,,33.19816910856615,-77.9968276323518,12.50063910485676,238.1717094557356,238.9992234350194,,,,,,,,,,
246,246,2019-02-02 04:06:01.000000,2019-02-02 04:06,1152099.0,304604000,2019-02-02 04:06:09.000000,33.19663,-77.99972,12.5,238.0,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
247,247,2019-02-02 04:07:01.000000,2019-02-02 04:07,,304604000,,33.19505933089152,-78.0026730183937,12.5002892130563,237.7771196508639,239.000884903776,,,,,,,,,,
248,248,2019-02-02 04:08:01.000000,2019-02-02 04:08,,304604000,,33.19344986496908,-78.00570154299031,12.50184460795083,237.5099302726552,239.0015995203454,,,,,,,,,,
249,249,2019-02-02 04:09:01.000000,2019-02-02 04:09,,304604000,,33.19180339274559,-78.00880266424936,12.50453688268343,237.2089471912667,239.0021567649968,,,,,,,,,,
250,250,2019-02-02 04:10:01.000001,2019-02-02 04:10,,304604000,,33.19012170473401,-78.01197347263026,12.50823673525395,236.8846857325907,239.0025695530192,,,,,,,,,,
251,251,2019-02-02 04:11:01.000000,2019-02-02 04:11,,304604000,,33.18840659144726,-78.01521105859256,12.51281486366223,236.5476612225198,239.0028507997012,,,,,,,,,,
252,252,2019-02-02 04:12:01.000000,2019-02-02 04:12,,304604000,,33.18665984339832,-78.0185125125957,12.5181419659081,236.2083889869467,239.0030134203318,,,,,,,,,,
253,253,2019-02-02 04:13:01.000000,2019-02-02 04:13,,304604000,,33.18488325110012,-78.02187492509924,12.52408873999142,235.8773843517639,239.0030703301997,,,,,,,,,,
254,254,2019-02-02 04:14:01.000001,2019-02-02 04:14,,304604000,,33.1830786050656,-78.02529538656262,12.53052588391202,235.5651626428637,239.0030344445937,,,,,,,,,,
255,255,2019-02-02 04:15:01.000000,2019-02-02 04:15,,304604000,,33.18124769580768,-78.02877098744531,12.53732409566974,235.2822391861389,239.0029186788026,,,,,,,,,,
256,256,2019-02-02 04:16:01.000000,2019-02-02 04:16,,304604000,,33.17939231383932,-78.03229881820684,12.54435407326442,235.0391293074819,239.0027359481153,,,,,,,,,,
257,257,2019-02-02 04:17:01.000000,2019-02-02 04:17,,304604000,,33.17751424967347,-78.03587596930667,12.5514865146959,234.8463483327853,239.0024991678206,,,,,,,,,,
258,258,2019-02-02 04:18:01.000000,2019-02-02 04:18,,304604000,,33.17561529382307,-78.03949953120433,12.55859211796403,234.7144115879417,239.0022212532072,,,,,,,,,,
259,259,2019-02-02 04:19:00.999999,2019-02-02 04:19,,304604000,,33.17369723680105,-78.04316659435926,12.56554158106864,234.6538343988435,239.001915119564,,,,,,,,,,
260,260,2019-02-02 04:20:01.000000,2019-02-02 04:20,,304604000,,33.17176186912036,-78.04687424923097,12.57220560200958,234.6751320913833,239.0015936821796,,,,,,,,,,
261,261,2019-02-02 04:21:01.000000,2019-02-02 04:21,,304604000,,33.16981098129396,-78.05061958627897,12.5784548787867,234.7888199914537,239.0012698563431,,,,,,,,,,
262,262,2019-02-02 04:22:01.000000,2019-02-02 04:22,,304604000,,33.16784636383476,-78.05439969596273,12.58416010939982,235.0054134249472,239.0009565573432,,,,,,,,,,
263,263,2019-02-02 04:23:00.999999,2019-02-02 04:23,,304604000,,33.16586980725572,-78.05821166874173,12.58919199184879,235.3354277177564,239.0006667004686,,,,,,,,,,
264,264,2019-02-02 04:24:00.999999,2019-02-02 04:24,,304604000,,33.16388310206978,-78.06205259507547,12.59342122413345,235.7893781957737,239.0004132010081,,,,,,,,,,
265,265,2019-02-02 04:25:01.000000,2019-02-02 04:25,,304604000,,33.16188803878988,-78.06591956542341,12.59671850425364,236.3777801848916,239.0002089742507,,,,,,,,,,
266,266,2019-02-02 04:26:01.000000,2019-02-02 04:26,,304604000,,33.15988640792898,-78.06980967024512,12.59895453020921,237.1111490110029,239.0000669354851,,,,,,,,,,
267,267,2019-02-02 04:27:01.000000,2019-02-02 04:27,1253467.0,304604000,2019-02-02 04:27:10.000000,33.15788,-78.07372,12.6,238.0,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
268,268,2019-02-02 04:28:01.000000,2019-02-02 04:28,1255886.0,304604000,2019-02-02 04:28:19.000000,33.15576,-78.07784000000001,12.6,238.8,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
269,269,2019-02-02 04:29:01.000000,2019-02-02 04:29,1268781.0,304604000,2019-02-02 04:29:40.000000,33.15326,-78.08261999999999,12.6,238.6,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
270,270,2019-02-02 04:30:01.000000,2019-02-02 04:30,1273862.0,304604000,2019-02-02 04:30:49.000000,33.15112,-78.0867,12.6,237.9,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
271,271,2019-02-02 04:31:01.000000,2019-02-02 04:31,,304604000,,33.14990184624691,-78.08904221112854,12.59890545649971,238.0181989275908,238.9999860822854,,,,,,,,,,
272,272,2019-02-02 04:32:01.000000,2019-02-02 04:32,1283162.0,304604000,2019-02-02 04:32:10.000000,33.14865,-78.09146,12.6,238.3,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
273,273,2019-02-02 04:33:01.000000,2019-02-02 04:33,1286644.0,304604000,2019-02-02 04:33:19.000000,33.14652,-78.09555,12.6,238.0,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
274,274,2019-02-02 04:34:01.000000,2019-02-02 04:34,,304604000,,33.14433122958191,-78.09974752114813,12.57490142719698,237.9316446978095,238.9997235165948,,,,,,,,,,
275,275,2019-02-02 04:35:01.000001,2019-02-02 04:35,,304604000,,33.14228573117639,-78.10366745427844,12.53473764153249,238.1490686132014,238.9995394940211,,,,,,,,,,
276,276,2019-02-02 04:36:01.000000,2019-02-02 04:36,1305012.0,304604000,2019-02-02 04:36:40.000000,33.14031,-78.10745,12.5,238.4,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
277,277,2019-02-02 04:37:01.000000,2019-02-02 04:37,,304604000,,33.1383447400837,-78.11120849526245,12.48624439625487,238.4865700184341,239.0012582368275,,,,,,,,,,
278,278,2019-02-02 04:38:01.000000,2019-02-02 04:38,,304604000,,33.13638749071605,-78.11494882237814,12.48928487059996,238.4285214543504,239.0018719451026,,,,,,,,,,
279,279,2019-02-02 04:39:01.000001,2019-02-02 04:39,1317714.0,304604000,2019-02-02 04:39:50.000000,33.13445,-78.11865,12.5,238.3,239.0,HANSE GATE,IMO9283540,V2CF1,70.0,0.0,185.0,23.0,9.8,,A
280,280,2019-02-02 04:40:01.000000,2019-02-02 04:40,,304604000,,33.13254170073743,-78.12229525431529,12.51079986916948,238.1628617649632,238.9941496619911,,,,,,,,,,
281,281,2019-02-02 04:41:01.000000,2019-02-02 04:41,,304604000,,33.13066276452567,-78.12588464164817,12.52022059382185,238.0298045281358,238.9842217327343,,,,,,,,,,
282,282,2019-02-02 04:42:01.000000,2019-02-02 04:42,,304604000,,33.12881104766097,-78.1294224258571,12.52832979742034,237.9012364857425,238.9704653991851,,,,,,,,,,
283,283,2019-02-02 04:43:01.000000,2019-02-02 04:43,,304604000,,33.12698440643962,-78.13291287080055,12.53519510342817,237.7775658340085,238.9531298482989,,,,,,,,,,
284,284,2019-02-02 04:44:00.999999,2019-02-02 04:44,,304604000,,33.12518069715784,-78.1363602403369,12.54088413530854,237.6592007691584,238.9324642670308,,,,,,,,,,
