,index,TIME_FEN,MMSI,LON,LAT,Heading,Course,Speed
120,120,2022-01-02 00:20:00,413556520.0,121.85116,31.18021,511.0,310.4,9.6
121,121,2022-01-02 00:20:00,413556520.0,121.850813,31.18047,511.0,310.4,9.6
122,122,2022-01-02 00:20:00,413556520.0,121.850413,31.18076,511.0,309.8,9.6
123,123,2022-01-02 00:21:00,413556520.0,121.850053,31.181023,511.0,309.6,9.6
124,124,2022-01-02 00:21:00,413556520.0,121.849613,31.181327,511.0,308.3,9.6
125,125,2022-01-02 00:21:00,413556520.0,121.84916,31.18163,511.0,307.1,9.6
126,126,2022-01-02 00:21:00,413556520.0,121.848733,31.181903,511.0,306.1,9.6
127,127,2022-01-02 00:21:00,413556520.0,121.84836,31.18213,511.0,304.9,9.6
128,128,2022-01-02 00:21:00,413556520.0,121.84792,31.182383,511.0,303.9,9.6
129,129,2022-01-02 00:21:00,413556520.0,121.847533,31.182603,511.0,303.4,9.6
130,130,2022-01-02 00:22:00,413556520.0,121.847093,31.182847,511.0,302.6,9.6
131,131,2022-01-02 00:22:00,413556520.0,121.846573,31.183133,511.0,301.7,9.6
132,132,2022-01-02 00:22:00,413556520.0,121.84572,31.183573,511.0,300.6,9.6
133,133,2022-01-02 00:22:00,413556520.0,121.84528,31.183803,511.0,300.0,9.6
134,134,2022-01-02 00:23:00,413556520.0,121.84488,31.184,511.0,299.8,9.6
135,135,2022-01-02 00:23:00,413556520.0,121.844427,31.184227,511.0,299.8,9.6
136,136,2022-01-02 00:23:00,413556520.0,121.84388,31.184493,511.0,300.3,9.6
137,137,2022-01-02 00:23:00,413556520.0,121.843427,31.184717,511.0,299.6,9.7
138,138,2022-01-02 00:23:00,413556520.0,121.843027,31.184917,511.0,299.1,9.6
139,139,2022-01-02 00:23:00,413556520.0,121.84256,31.18514,511.0,299.9,9.7
140,140,2022-01-02 00:23:00,413556520.0,121.842147,31.185343,511.0,299.2,9.7
141,141,2022-01-02 00:24:00,413556520.0,121.84168,31.185557,511.0,297.3,9.6
142,142,2022-01-02 00:24:00,413556520.0,121.841133,31.185793,511.0,296.0,9.6
143,143,2022-01-02 00:24:00,413556520.0,121.840667,31.18599,511.0,296.3,9.7
144,144,2022-01-02 00:24:00,413556520.0,121.84024,31.186167,511.0,294.9,9.6
145,145,2022-01-02 00:24:00,413556520.0,121.83976,31.18634,511.0,292.7,9.6
146,146,2022-01-02 00:24:00,413556520.0,121.83932,31.186493,511.0,291.5,9.6
147,147,2022-01-02 00:25:00,413556520.0,121.83884,31.18665,511.0,291.0,9.5
148,148,2022-01-02 00:25:00,413556520.0,121.838267,31.18684,511.0,291.0,9.6
149,149,2022-01-02 00:25:00,413556520.0,121.837773,31.187003,511.0,290.6,9.6
150,150,2022-01-02 00:25:00,413556520.0,121.837347,31.187143,511.0,290.1,9.5
151,151,2022-01-02 00:25:00,413556520.0,121.836853,31.187297,511.0,289.9,9.6
152,152,2022-01-02 00:25:00,413556520.0,121.836413,31.187437,511.0,289.8,9.6
153,153,2022-01-02 00:26:00,413556520.0,121.83592,31.187587,511.0,289.6,9.5
154,154,2022-01-02 00:26:00,413556520.0,121.835333,31.187767,511.0,289.8,9.6
155,155,2022-01-02 00:26:00,413556520.0,121.834893,31.1879,511.0,290.3,9.6
156,156,2022-01-02 00:26:00,413556520.0,121.834427,31.188053,511.0,290.7,9.6
157,157,2022-01-02 00:26:00,413556520.0,121.833987,31.1882,511.0,291.1,9.6
158,158,2022-01-02 00:26:00,413556520.0,121.833493,31.18836,511.0,291.3,9.6
159,159,2022-01-02 00:26:00,413556520.0,121.833013,31.188523,511.0,291.4,9.6
160,160,2022-01-02 00:27:00,413556520.0,121.83244,31.18872,511.0,291.9,9.6
161,161,2022-01-02 00:27:00,413556520.0,121.832,31.188873,511.0,291.8,9.6
162,162,2022-01-02 00:27:00,413556520.0,121.83152,31.18904,511.0,291.7,9.6
163,163,2022-01-02 00:27:00,413556520.0,121.83108,31.18919,511.0,291.9,9.6
164,164,2022-01-02 00:27:00,413556520.0,121.8306,31.189357,511.0,292.1,9.6
165,165,2022-01-02 00:27:00,413556520.0,121.83012,31.189527,511.0,292.5,9.6
166,166,2022-01-02 00:28:00,413556520.0,121.829547,31.189733,511.0,292.6,9.5
167,167,2022-01-02 00:28:00,413556520.0,121.82912,31.189893,511.0,293.0,9.6
168,168,2022-01-02 00:28:00,413556520.0,121.828653,31.190073,511.0,293.6,9.6
169,169,2022-01-02 00:28:00,413556520.0,121.828227,31.190237,511.0,294.8,9.6
170,170,2022-01-02 00:28:00,413556520.0,121.827653,31.19046,511.0,294.6,9.5
171,171,2022-01-02 00:28:00,413556520.0,121.82728,31.19061,511.0,295.6,9.5
172,172,2022-01-02 00:29:00,413556520.0,121.826733,31.190833,511.0,295.7,9.4
173,173,2022-01-02 00:29:00,413556520.0,121.82632,31.191007,511.0,296.1,9.4
174,174,2022-01-02 00:29:00,413556520.0,121.825867,31.191197,511.0,296.4,9.3
175,175,2022-01-02 00:29:00,413556520.0,121.825453,31.191373,511.0,296.5,9.3
176,176,2022-01-02 00:29:00,413556520.0,121.82492,31.191607,511.0,296.6,9.2
177,177,2022-01-02 00:29:00,413556520.0,121.82448,31.191803,511.0,296.8,9.2
178,178,2022-01-02 00:30:00,413556520.0,121.824027,31.19199,511.0,296.5,9.1
179,179,2022-01-02 00:30:00,413556520.0,121.82364,31.192163,511.0,296.7,9.1
180,180,2022-01-02 00:30:00,413556520.0,121.823147,31.19237,511.0,296.8,9.1
181,181,2022-01-02 00:30:00,413556520.0,121.8228,31.192523,511.0,297.3,9.1
182,182,2022-01-02 00:30:00,413556520.0,121.82228,31.192757,511.0,298.2,9.0
183,183,2022-01-02 00:30:00,413556520.0,121.821867,31.192957,511.0,298.9,9.0
184,184,2022-01-02 00:30:00,413556520.0,121.82144,31.193163,511.0,300.1,9.0
185,185,2022-01-02 00:31:00,413556520.0,121.821053,31.19336,511.0,300.7,9.0
186,186,2022-01-02 00:31:00,413556520.0,121.820587,31.1936,511.0,301.1,9.0
187,187,2022-01-02 00:31:00,413556520.0,121.820267,31.193777,511.0,302.3,8.9
188,188,2022-01-02 00:31:00,413556520.0,121.819773,31.194047,511.0,303.1,8.9
189,189,2022-01-02 00:31:00,413556520.0,121.819373,31.194277,511.0,303.9,8.9
190,190,2022-01-02 00:31:00,413556520.0,121.818987,31.194513,511.0,304.9,8.9
191,191,2022-01-02 00:32:00,413556520.0,121.818627,31.194723,511.0,305.4,8.9
192,192,2022-01-02 00:32:00,413556520.0,121.8182,31.194987,511.0,306.1,8.9
193,193,2022-01-02 00:32:00,413556520.0,121.81784,31.19521,511.0,306.9,8.9
194,194,2022-01-02 00:32:00,413556520.0,121.817413,31.195487,511.0,308.4,8.9
195,195,2022-01-02 00:32:00,413556520.0,121.81704,31.19575,511.0,308.9,8.9
196,196,2022-01-02 00:32:00,413556520.0,121.816347,31.196257,511.0,310.1,8.9
197,197,2022-01-02 00:33:00,413556520.0,121.815933,31.196553,511.0,310.5,8.9
198,198,2022-01-02 00:33:00,413556520.0,121.815613,31.1968,511.0,310.8,8.9
199,199,2022-01-02 00:33:00,413556520.0,121.814867,31.197363,511.0,311.3,8.9
200,200,2022-01-02 00:33:00,413556520.0,121.814533,31.197607,511.0,311.8,8.9
201,201,2022-01-02 00:33:00,413556520.0,121.814173,31.197883,511.0,311.9,8.9
202,202,2022-01-02 00:34:00,413556520.0,121.813453,31.198433,511.0,312.7,8.8
203,203,2022-01-02 00:34:00,413556520.0,121.813133,31.19869,511.0,314.0,8.8
204,204,2022-01-02 00:34:00,413556520.0,121.812733,31.199037,511.0,314.6,8.9
205,205,2022-01-02 00:34:00,413556520.0,121.812427,31.199297,511.0,314.5,8.8
206,206,2022-01-02 00:34:00,413556520.0,121.81208,31.199583,511.0,314.0,8.8
207,207,2022-01-02 00:35:00,413556520.0,121.811707,31.1999,511.0,314.8,8.9
208,208,2022-01-02 00:35:00,413556520.0,121.8114,31.200167,511.0,316.3,8.8
209,209,2022-01-02 00:35:00,413556520.0,121.810693,31.200787,511.0,315.2,8.8
210,210,2022-01-02 00:35:00,413556520.0,121.810067,31.201347,511.0,316.2,8.8
211,211,2022-01-02 00:36:00,413556520.0,121.809707,31.201673,511.0,316.7,8.9
212,212,2022-01-02 00:36:00,413556520.0,121.80936,31.201973,511.0,316.9,8.9
213,213,2022-01-02 00:36:00,413556520.0,121.809107,31.20222,511.0,317.3,8.9
214,214,2022-01-02 00:36:00,413556520.0,121.808707,31.20259,511.0,317.4,8.9
215,215,2022-01-02 00:36:00,413556520.0,121.808413,31.20286,511.0,317.7,8.9
216,216,2022-01-02 00:36:00,413556520.0,121.808093,31.20317,511.0,317.5,8.9
217,217,2022-01-02 00:36:00,413556520.0,121.807733,31.203503,511.0,317.4,8.9
218,218,2022-01-02 00:37:00,413556520.0,121.807427,31.203813,511.0,317.4,8.9
219,219,2022-01-02 00:37:00,413556520.0,121.80716,31.204057,511.0,317.2,8.9
220,220,2022-01-02 00:37:00,413556520.0,121.80648,31.204693,511.0,317.4,8.9
221,221,2022-01-02 00:37:00,413556520.0,121.80616,31.204997,511.0,318.0,8.9
222,222,2022-01-02 00:37:00,413556520.0,121.805867,31.205277,511.0,318.6,8.9
223,223,2022-01-02 00:38:00,413556520.0,121.805493,31.205657,511.0,319.1,8.9
224,224,2022-01-02 00:38:00,413556520.0,121.8052,31.20594,511.0,319.4,8.9
225,225,2022-01-02 00:38:00,413556520.0,121.804853,31.206283,511.0,319.7,8.9
226,226,2022-01-02 00:38:00,413556520.0,121.804267,31.206887,511.0,320.6,8.9
227,227,2022-01-02 00:38:00,413556520.0,121.803613,31.20756,511.0,320.0,8.9
228,228,2022-01-02 00:39:00,413556520.0,121.803333,31.207847,511.0,319.7,8.9
229,229,2022-01-02 00:39:00,413556520.0,121.803,31.208197,511.0,319.9,8.9
230,230,2022-01-02 00:39:00,413556520.0,121.8024,31.208797,511.0,319.7,8.9
231,231,2022-01-02 00:39:00,413556520.0,121.80212,31.209083,511.0,319.4,8.9
232,232,2022-01-02 00:40:00,413556520.0,121.801453,31.209747,511.0,319.5,9.0
233,233,2022-01-02 00:40:00,413556520.0,121.801107,31.210097,511.0,319.4,9.0
234,234,2022-01-02 00:40:00,413556520.0,121.800813,31.21038,511.0,319.4,9.0
235,235,2022-01-02 00:40:00,413556520.0,121.800507,31.210703,511.0,319.6,9.0
236,236,2022-01-02 00:41:00,413556520.0,121.79984,31.211383,511.0,318.8,9.0
237,237,2022-01-02 00:41:00,413556520.0,121.799547,31.211667,511.0,318.5,9.0
238,238,2022-01-02 00:41:00,413556520.0,121.799267,31.211957,511.0,320.5,9.0
239,239,2022-01-02 00:41:00,413556520.0,121.798933,31.212323,511.0,321.4,9.1
240,240,2022-01-02 00:41:00,413556520.0,121.798613,31.212647,511.0,317.7,8.9
241,241,2022-01-02 00:42:00,413556520.0,121.797893,31.213217,511.0,306.1,8.4
242,242,2022-01-02 00:42:00,413556520.0,121.79756,31.213403,511.0,301.0,8.0
243,243,2022-01-02 00:42:00,413556520.0,121.797213,31.213563,511.0,295.9,7.7
244,244,2022-01-02 00:42:00,413556520.0,121.796813,31.213707,511.0,289.5,7.2
245,245,2022-01-02 00:42:00,413556520.0,121.79644,31.21379,511.0,284.1,6.8
246,246,2022-01-02 00:42:00,413556520.0,121.79576,31.213873,511.0,271.9,5.9
247,247,2022-01-02 00:43:00,413556520.0,121.79488,31.213803,511.0,258.3,5.0
248,248,2022-01-02 00:43:00,413556520.0,121.794613,31.21375,511.0,254.7,4.7
249,249,2022-01-02 00:43:00,413556520.0,121.7944,31.213693,511.0,251.2,4.5
250,250,2022-01-02 00:43:00,413556520.0,121.794147,31.21361,511.0,248.2,4.4
251,251,2022-01-02 00:44:00,413556520.0,121.793733,31.21346,511.0,245.5,4.2
252,252,2022-01-02 00:44:00,413556520.0,121.793507,31.21337,511.0,245.8,4.3
253,253,2022-01-02 00:44:00,413556520.0,121.793293,31.21329,511.0,246.2,4.3
254,254,2022-01-02 00:44:00,413556520.0,121.79308,31.213203,511.0,245.8,4.3
255,255,2022-01-02 00:44:00,413556520.0,121.79288,31.21312,511.0,245.1,4.3
256,256,2022-01-02 00:45:00,413556520.0,121.792453,31.21296,511.0,247.4,4.4
257,257,2022-01-02 00:45:00,413556520.0,121.792,31.21278,511.0,241.9,4.1
258,258,2022-01-02 00:45:00,413556520.0,121.791653,31.212593,511.0,233.5,3.5
259,259,2022-01-02 00:46:00,413556520.0,121.791387,31.212387,511.0,219.9,2.6
260,260,2022-01-02 00:46:00,413556520.0,121.791333,31.212307,511.0,217.5,2.4
261,261,2022-01-02 00:46:00,413556520.0,121.79124,31.212217,511.0,214.1,2.2
262,262,2022-01-02 00:46:00,413556520.0,121.7912,31.21214,511.0,211.0,1.9
263,263,2022-01-02 00:46:00,413556520.0,121.791147,31.21206,511.0,207.8,1.7
264,264,2022-01-02 00:47:00,413556520.0,121.791067,31.211893,511.0,193.4,0.8
265,265,2022-01-02 00:47:00,413556520.0,121.791067,31.211857,511.0,194.7,0.6
266,266,2022-01-02 00:47:00,413556520.0,121.791053,31.211833,511.0,201.2,0.4
267,267,2022-01-02 00:47:00,413556520.0,121.791053,31.21182,511.0,360.0,0.2
268,268,2022-01-02 00:48:00,413556520.0,121.790613,31.212343,511.0,326.5,1.3
269,269,2022-01-02 00:48:00,413556520.0,121.79056,31.212387,511.0,328.8,1.1
270,270,2022-01-02 00:48:00,413556520.0,121.790547,31.212427,511.0,333.1,0.9
271,271,2022-01-02 00:49:00,413556520.0,121.790613,31.212707,511.0,66.5,0.3
272,272,2022-01-02 00:49:00,413556520.0,121.79064,31.212717,511.0,68.9,0.3
273,273,2022-01-02 00:49:00,413556520.0,121.790693,31.21273,511.0,78.8,0.4
274,274,2022-01-02 00:49:00,413556520.0,121.790707,31.212733,511.0,84.2,0.3
275,275,2022-01-02 00:52:00,413556520.0,121.790747,31.212733,511.0,85.8,0.4
276,276,2022-01-02 00:52:00,413556520.0,121.79076,31.212733,511.0,90.0,0.4
